rec_id,city,budget,purpose,focus,car_id,car_name,brand_name,energy_type,price,category,range,power,rank,match_score
1540,天津,30万以上,越野,"品牌,动力,舒适性,智能化",37,G9,小鹏,纯电动,389900,SUV,702.0,316.0,8,5.56
1541,苏州,5-10万,通勤,"续航,舒适性,性价比,品牌",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,9.08
1542,苏州,5-10万,通勤,"续航,舒适性,性价比,品牌",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.39
1543,苏州,5-10万,通勤,"续航,舒适性,性价比,品牌",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,7.9
1544,苏州,5-10万,通勤,"续航,舒适性,性价比,品牌",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.32
1545,苏州,5-10万,家用,"续航,舒适性,空间,性价比",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,9.19
1546,苏州,5-10万,家用,"续航,舒适性,空间,性价比",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.41
1547,苏州,5-10万,家用,"续航,舒适性,空间,性价比",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,7.85
1548,苏州,5-10万,家用,"续航,舒适性,空间,性价比",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.3
1549,苏州,5-10万,商务,"空间,舒适性,价格,品牌",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,8.97
1550,苏州,5-10万,商务,"空间,舒适性,价格,品牌",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.44
1551,苏州,5-10万,商务,"空间,舒适性,价格,品牌",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,7.98
1552,苏州,5-10万,商务,"空间,舒适性,价格,品牌",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.36
1553,苏州,5-10万,长途,"续航,品牌,动力,舒适性",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,1,9.19
1554,苏州,5-10万,长途,"续航,品牌,动力,舒适性",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,2,8.45
1555,苏州,5-10万,长途,"续航,品牌,动力,舒适性",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,3,8.01
1556,苏州,5-10万,长途,"续航,品牌,动力,舒适性",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,4,7.41
1557,苏州,5-10万,越野,"空间,品牌,舒适性,续航",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,8.88
1558,苏州,5-10万,越野,"空间,品牌,舒适性,续航",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.44
1559,苏州,5-10万,越野,"空间,品牌,舒适性,续航",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,8.15
1560,苏州,5-10万,越野,"空间,品牌,舒适性,续航",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.64
1561,苏州,10-20万,通勤,"空间,性价比,品牌,动力",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,8.97
1562,苏州,10-20万,通勤,"空间,性价比,品牌,动力",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.4
1563,苏州,10-20万,通勤,"空间,性价比,品牌,动力",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,3,7.97
1564,苏州,10-20万,通勤,"空间,性价比,品牌,动力",6,星瑞,吉利,燃油,131700,轿车,0,140.0,4,7.36
1565,苏州,10-20万,通勤,"空间,性价比,品牌,动力",7,博越L,吉利,燃油,148200,SUV,0,160.0,5,7.11
1566,苏州,10-20万,通勤,"空间,性价比,品牌,动力",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,6,6.63
1567,苏州,10-20万,通勤,"空间,性价比,品牌,动力",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,7,6.1
1568,苏州,10-20万,通勤,"空间,性价比,品牌,动力",11,UNI-V,长安,燃油,124400,轿车,0,138.0,8,5.51
1569,苏州,10-20万,家用,"空间,性价比,价格,动力",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,8.86
1570,苏州,10-20万,家用,"空间,性价比,价格,动力",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.41
1571,苏州,10-20万,家用,"空间,性价比,价格,动力",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,3,7.97
1572,苏州,10-20万,家用,"空间,性价比,价格,动力",6,星瑞,吉利,燃油,131700,轿车,0,140.0,4,7.31
1573,苏州,10-20万,家用,"空间,性价比,价格,动力",7,博越L,吉利,燃油,148200,SUV,0,160.0,5,7.11
1574,苏州,10-20万,家用,"空间,性价比,价格,动力",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,6,6.51
1575,苏州,10-20万,家用,"空间,性价比,价格,动力",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,7,6.03
1576,苏州,10-20万,家用,"空间,性价比,价格,动力",11,UNI-V,长安,燃油,124400,轿车,0,138.0,8,5.44
1577,苏州,10-20万,商务,"空间,性价比,续航,动力",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,9.14
1578,苏州,10-20万,商务,"空间,性价比,续航,动力",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.69
1579,苏州,10-20万,商务,"空间,性价比,续航,动力",6,星瑞,吉利,燃油,131700,轿车,0,140.0,3,7.91
1580,苏州,10-20万,商务,"空间,性价比,续航,动力",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,4,7.49
1581,苏州,10-20万,商务,"空间,性价比,续航,动力",11,UNI-V,长安,燃油,124400,轿车,0,138.0,5,6.98
1582,苏州,10-20万,商务,"空间,性价比,续航,动力",13,深蓝SL03,长安,纯电动,169400,轿车,570.0,190.0,6,6.35
1583,苏州,10-20万,商务,"空间,性价比,续航,动力",20,欧拉好猫,长城,纯电动,134800,轿车,401.0,105.0,7,6.11
1584,苏州,10-20万,商务,"空间,性价比,续航,动力",21,艾瑞泽8,奇瑞,燃油,122900,轿车,0,156.0,8,5.56
1585,苏州,10-20万,长途,"品牌,续航,智能化,舒适性",56,C01,零跑,纯电动,179800,轿车,717.0,200.0,1,9.06
1586,苏州,10-20万,长途,"品牌,续航,智能化,舒适性",57,C11,零跑,纯电动,189800,SUV,650.0,200.0,2,8.36
1587,苏州,10-20万,长途,"品牌,续航,智能化,舒适性",63,GT,哪吒,纯电动,179800,轿车,580.0,170.0,3,7.91
1588,苏州,10-20万,长途,"品牌,续航,智能化,舒适性",13,深蓝SL03,长安,纯电动,169400,轿车,570.0,190.0,4,7.45
1589,苏州,10-20万,长途,"品牌,续航,智能化,舒适性",60,C10,零跑,纯电动,148800,SUV,520.0,160.0,5,6.9
1590,苏州,10-20万,长途,"品牌,续航,智能化,舒适性",40,Mona M03,小鹏,纯电动,154800,轿车,515.0,170.0,6,6.34
1591,苏州,10-20万,长途,"品牌,续航,智能化,舒适性",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,7,6.14
1592,苏州,10-20万,长途,"品牌,续航,智能化,舒适性",59,S01,零跑,纯电动,129800,跑车,510.0,170.0,8,5.51
1593,苏州,10-20万,越野,"智能化,舒适性,空间,价格",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,1,8.83
1594,苏州,10-20万,越野,"智能化,舒适性,空间,价格",7,博越L,吉利,燃油,148200,SUV,0,160.0,2,8.68
1595,苏州,10-20万,越野,"智能化,舒适性,空间,价格",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,3,7.84
1596,苏州,10-20万,越野,"智能化,舒适性,空间,价格",12,UNI-K,长安,燃油,167400,SUV,0,233.0,4,7.66
1597,苏州,10-20万,越野,"智能化,舒适性,空间,价格",14,深蓝S7,长安,增程,183900,SUV,200.0,160.0,5,6.9
1598,苏州,10-20万,越野,"智能化,舒适性,空间,价格",16,哈弗H6,长城,燃油,129350,SUV,0,135.0,6,6.4
1599,苏州,10-20万,越野,"智能化,舒适性,空间,价格",17,哈弗枭龙MAX,长城,插电混动,159800,SUV,81.0,150.0,7,6.18
1600,苏州,10-20万,越野,"智能化,舒适性,空间,价格",22,瑞虎8 PRO,奇瑞,燃油,156400,SUV,0,187.0,8,5.67
1601,苏州,20-30万,通勤,"动力,舒适性,空间,智能化",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,1,8.8
1602,苏州,20-30万,通勤,"动力,舒适性,空间,智能化",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.68
1603,苏州,20-30万,通勤,"动力,舒适性,空间,智能化",18,坦克300,长城,燃油,254800,SUV,0,167.0,3,7.93
1604,苏州,20-30万,通勤,"动力,舒适性,空间,智能化",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,4,7.58
1605,苏州,20-30万,通勤,"动力,舒适性,空间,智能化",35,L6,理想,增程,299800,SUV,130.0,85.0,5,7.02
1606,苏州,20-30万,通勤,"动力,舒适性,空间,智能化",36,G6,小鹏,纯电动,236900,SUV,580.0,218.0,6,6.53
1607,苏州,20-30万,通勤,"动力,舒适性,空间,智能化",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,7,5.8
1608,苏州,20-30万,通勤,"动力,舒适性,空间,智能化",41,M5,问界,增程,294800,SUV,200.0,142.0,8,5.38
1609,苏州,20-30万,家用,"续航,舒适性,动力,空间",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,1,8.9
1610,苏州,20-30万,家用,"续航,舒适性,动力,空间",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.62
1611,苏州,20-30万,家用,"续航,舒适性,动力,空间",18,坦克300,长城,燃油,254800,SUV,0,167.0,3,8.03
1612,苏州,20-30万,家用,"续航,舒适性,动力,空间",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,4,7.55
1613,苏州,20-30万,家用,"续航,舒适性,动力,空间",35,L6,理想,增程,299800,SUV,130.0,85.0,5,7.07
1614,苏州,20-30万,家用,"续航,舒适性,动力,空间",36,G6,小鹏,纯电动,236900,SUV,580.0,218.0,6,6.68
1615,苏州,20-30万,家用,"续航,舒适性,动力,空间",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,7,6.03
1616,苏州,20-30万,家用,"续航,舒适性,动力,空间",41,M5,问界,增程,294800,SUV,200.0,142.0,8,5.44
1617,苏州,20-30万,商务,"品牌,空间,智能化,续航",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,1,9.16
1618,苏州,20-30万,商务,"品牌,空间,智能化,续航",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.43
1619,苏州,20-30万,商务,"品牌,空间,智能化,续航",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,3,8.14
1620,苏州,20-30万,商务,"品牌,空间,智能化,续航",47,007,极氪,纯电动,264000,轿车,688.0,229.0,4,7.44
1621,苏州,20-30万,商务,"品牌,空间,智能化,续航",66,SU7,小米,纯电动,257900,轿车,700.0,220.0,5,7.1
1622,苏州,20-30万,商务,"品牌,空间,智能化,续航",76,凯美瑞,丰田,燃油,208300,轿车,0,152.0,6,6.51
1623,苏州,20-30万,商务,"品牌,空间,智能化,续航",80,亚洲龙,丰田,油电混动,239800,轿车,0,131.0,7,6.0
1624,苏州,20-30万,商务,"品牌,空间,智能化,续航",81,雅阁,本田,油电混动,209800,轿车,0,143.0,8,5.47
1625,苏州,20-30万,长途,"价格,舒适性,性价比,品牌",69,YU7,小米,纯电动,289900,SUV,830.0,320.0,1,9.03
1626,苏州,20-30万,长途,"价格,舒适性,性价比,品牌",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,2,8.35
1627,苏州,20-30万,长途,"价格,舒适性,性价比,品牌",66,SU7,小米,纯电动,257900,轿车,700.0,220.0,3,7.96
1628,苏州,20-30万,长途,"价格,舒适性,性价比,品牌",47,007,极氪,纯电动,264000,轿车,688.0,229.0,4,7.32
1629,苏州,20-30万,长途,"价格,舒适性,性价比,品牌",48,X,极氪,纯电动,219000,SUV,670.0,200.0,5,6.99
1630,苏州,20-30万,长途,"价格,舒适性,性价比,品牌",49,X YOU,极氪,纯电动,264000,SUV,670.0,200.0,6,6.51
1631,苏州,20-30万,长途,"价格,舒适性,性价比,品牌",42,M5 EV,问界,纯电动,279800,SUV,620.0,165.0,7,6.1
1632,苏州,20-30万,长途,"价格,舒适性,性价比,品牌",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,8,5.34
1633,苏州,20-30万,越野,"性价比,舒适性,续航,品牌",18,坦克300,长城,燃油,254800,SUV,0,167.0,1,9.1
1634,苏州,20-30万,越野,"性价比,舒适性,续航,品牌",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,2,8.39
1635,苏州,20-30万,越野,"性价比,舒适性,续航,品牌",35,L6,理想,增程,299800,SUV,130.0,85.0,3,7.84
1636,苏州,20-30万,越野,"性价比,舒适性,续航,品牌",36,G6,小鹏,纯电动,236900,SUV,580.0,218.0,4,7.4
1637,苏州,20-30万,越野,"性价比,舒适性,续航,品牌",41,M5,问界,增程,294800,SUV,200.0,142.0,5,7.17
1638,苏州,20-30万,越野,"性价比,舒适性,续航,品牌",42,M5 EV,问界,纯电动,279800,SUV,620.0,165.0,6,6.46
1639,苏州,20-30万,越野,"性价比,舒适性,续航,品牌",48,X,极氪,纯电动,219000,SUV,670.0,200.0,7,6.2
1640,苏州,20-30万,越野,"性价比,舒适性,续航,品牌",49,X YOU,极氪,纯电动,264000,SUV,670.0,200.0,8,5.56
1641,苏州,30万以上,通勤,"性价比,续航,价格,动力",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,9.17
1642,苏州,30万以上,通勤,"性价比,续航,价格,动力",19,坦克500,长城,油电混动,365000,SUV,0,180.0,2,8.54
1643,苏州,30万以上,通勤,"性价比,续航,价格,动力",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,3,7.84
1644,苏州,30万以上,通勤,"性价比,续航,价格,动力",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,4,7.4
1645,苏州,30万以上,通勤,"性价比,续航,价格,动力",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,5,7.04
1646,苏州,30万以上,通勤,"性价比,续航,价格,动力",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,6,6.6
1647,苏州,30万以上,通勤,"性价比,续航,价格,动力",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,7,6.18
1648,苏州,30万以上,通勤,"性价比,续航,价格,动力",31,L7,理想,增程,349800,SUV,210.0,110.0,8,5.4
1649,苏州,30万以上,家用,"性价比,舒适性,动力,智能化",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,8.87
1650,苏州,30万以上,家用,"性价比,舒适性,动力,智能化",19,坦克500,长城,油电混动,365000,SUV,0,180.0,2,8.6
1651,苏州,30万以上,家用,"性价比,舒适性,动力,智能化",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,3,8.09
1652,苏州,30万以上,家用,"性价比,舒适性,动力,智能化",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,4,7.67
1653,苏州,30万以上,家用,"性价比,舒适性,动力,智能化",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,5,7.0
1654,苏州,30万以上,家用,"性价比,舒适性,动力,智能化",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,6,6.7
1655,苏州,30万以上,家用,"性价比,舒适性,动力,智能化",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,7,6.12
1656,苏州,30万以上,家用,"性价比,舒适性,动力,智能化",31,L7,理想,增程,349800,SUV,210.0,110.0,8,5.65
1657,苏州,30万以上,商务,"续航,价格,智能化,舒适性",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,8.89
1658,苏州,30万以上,商务,"续航,价格,智能化,舒适性",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,2,8.53
1659,苏州,30万以上,商务,"续航,价格,智能化,舒适性",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,3,7.8
1660,苏州,30万以上,商务,"续航,价格,智能化,舒适性",34,MEGA,理想,纯电动,579800,MPV,700.0,230.0,4,7.58
1661,苏州,30万以上,商务,"续航,价格,智能化,舒适性",39,X9,小鹏,纯电动,389900,MPV,702.0,230.0,5,7.17
1662,苏州,30万以上,商务,"续航,价格,智能化,舒适性",44,M8,问界,增程,379800,MPV,200.0,140.0,6,6.6
1663,苏州,30万以上,商务,"续航,价格,智能化,舒适性",46,001,极氪,纯电动,319000,轿车,741.0,310.0,7,6.02
1664,苏州,30万以上,商务,"续航,价格,智能化,舒适性",50,001 FR,极氪,纯电动,789000,轿车,550.0,1247.0,8,5.37
1665,苏州,30万以上,长途,"续航,舒适性,智能化,价格",70,YU7 Pro,小米,纯电动,364900,SUV,830.0,320.0,1,9.07
1666,苏州,30万以上,长途,"续航,舒适性,智能化,价格",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,2,8.38
1667,苏州,30万以上,长途,"续航,舒适性,智能化,价格",46,001,极氪,纯电动,319000,轿车,741.0,310.0,3,8.13
1668,苏州,30万以上,长途,"续航,舒适性,智能化,价格",128,Model S,特斯拉,纯电动,853900,轿车,715.0,371.0,4,7.39
1669,苏州,30万以上,长途,"续航,舒适性,智能化,价格",37,G9,小鹏,纯电动,389900,SUV,702.0,316.0,5,6.82
1670,苏州,30万以上,长途,"续航,舒适性,智能化,价格",39,X9,小鹏,纯电动,389900,MPV,702.0,230.0,6,6.37
1671,苏州,30万以上,长途,"续航,舒适性,智能化,价格",34,MEGA,理想,纯电动,579800,MPV,700.0,230.0,7,6.13
1672,苏州,30万以上,长途,"续航,舒适性,智能化,价格",67,SU7 Max,小米,纯电动,334900,轿车,700.0,425.0,8,5.38
1673,苏州,30万以上,越野,"智能化,空间,价格,品牌",19,坦克500,长城,油电混动,365000,SUV,0,180.0,1,8.89
1674,苏州,30万以上,越野,"智能化,空间,价格,品牌",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,2,8.35
1675,苏州,30万以上,越野,"智能化,空间,价格,品牌",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,3,7.85
1676,苏州,30万以上,越野,"智能化,空间,价格,品牌",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,4,7.66
1677,苏州,30万以上,越野,"智能化,空间,价格,品牌",31,L7,理想,增程,349800,SUV,210.0,110.0,5,6.88
1678,苏州,30万以上,越野,"智能化,空间,价格,品牌",32,L8,理想,增程,369800,SUV,210.0,110.0,6,6.55
1679,苏州,30万以上,越野,"智能化,空间,价格,品牌",33,L9,理想,增程,444800,SUV,210.0,110.0,7,6.15
1680,苏州,30万以上,越野,"智能化,空间,价格,品牌",37,G9,小鹏,纯电动,389900,SUV,702.0,316.0,8,5.42
1681,郑州,5-10万,通勤,"品牌,续航,舒适性,价格",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,9.13
1682,郑州,5-10万,通勤,"品牌,续航,舒适性,价格",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.36
1683,郑州,5-10万,通勤,"品牌,续航,舒适性,价格",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,7.95
1684,郑州,5-10万,通勤,"品牌,续航,舒适性,价格",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.37
1685,郑州,5-10万,家用,"价格,智能化,续航,空间",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,8.84
1686,郑州,5-10万,家用,"价格,智能化,续航,空间",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.61
1687,郑州,5-10万,家用,"价格,智能化,续航,空间",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,7.88
1688,郑州,5-10万,家用,"价格,智能化,续航,空间",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.36
1689,郑州,5-10万,商务,"续航,空间,性价比,舒适性",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,8.91
1690,郑州,5-10万,商务,"续航,空间,性价比,舒适性",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.51
1691,郑州,5-10万,商务,"续航,空间,性价比,舒适性",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,8.02
1692,郑州,5-10万,商务,"续航,空间,性价比,舒适性",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.57
1693,郑州,5-10万,长途,"舒适性,空间,续航,智能化",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,1,9.01
1694,郑州,5-10万,长途,"舒适性,空间,续航,智能化",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,2,8.53
1695,郑州,5-10万,长途,"舒适性,空间,续航,智能化",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,3,8.18
1696,郑州,5-10万,长途,"舒适性,空间,续航,智能化",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,4,7.47
1697,郑州,5-10万,越野,"性价比,动力,品牌,舒适性",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,9.04
1698,郑州,5-10万,越野,"性价比,动力,品牌,舒适性",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.67
1699,郑州,5-10万,越野,"性价比,动力,品牌,舒适性",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,8.12
1700,郑州,5-10万,越野,"性价比,动力,品牌,舒适性",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.63
1701,郑州,10-20万,通勤,"空间,性价比,动力,品牌",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,9.11
1702,郑州,10-20万,通勤,"空间,性价比,动力,品牌",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.49
1703,郑州,10-20万,通勤,"空间,性价比,动力,品牌",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,3,7.84
1704,郑州,10-20万,通勤,"空间,性价比,动力,品牌",6,星瑞,吉利,燃油,131700,轿车,0,140.0,4,7.53
1705,郑州,10-20万,通勤,"空间,性价比,动力,品牌",7,博越L,吉利,燃油,148200,SUV,0,160.0,5,7.12
1706,郑州,10-20万,通勤,"空间,性价比,动力,品牌",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,6,6.35
1707,郑州,10-20万,通勤,"空间,性价比,动力,品牌",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,7,5.82
1708,郑州,10-20万,通勤,"空间,性价比,动力,品牌",11,UNI-V,长安,燃油,124400,轿车,0,138.0,8,5.59
1709,郑州,10-20万,家用,"续航,智能化,空间,舒适性",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,9.16
1710,郑州,10-20万,家用,"续航,智能化,空间,舒适性",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.53
1711,郑州,10-20万,家用,"续航,智能化,空间,舒适性",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,3,8.1
1712,郑州,10-20万,家用,"续航,智能化,空间,舒适性",6,星瑞,吉利,燃油,131700,轿车,0,140.0,4,7.35
1713,郑州,10-20万,家用,"续航,智能化,空间,舒适性",7,博越L,吉利,燃油,148200,SUV,0,160.0,5,7.01
1714,郑州,10-20万,家用,"续航,智能化,空间,舒适性",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,6,6.52
1715,郑州,10-20万,家用,"续航,智能化,空间,舒适性",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,7,5.89
1716,郑州,10-20万,家用,"续航,智能化,空间,舒适性",11,UNI-V,长安,燃油,124400,轿车,0,138.0,8,5.35
1717,郑州,10-20万,商务,"价格,智能化,品牌,舒适性",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,9.15
1718,郑州,10-20万,商务,"价格,智能化,品牌,舒适性",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.4
1719,郑州,10-20万,商务,"价格,智能化,品牌,舒适性",6,星瑞,吉利,燃油,131700,轿车,0,140.0,3,8.02
1720,郑州,10-20万,商务,"价格,智能化,品牌,舒适性",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,4,7.44
1721,郑州,10-20万,商务,"价格,智能化,品牌,舒适性",11,UNI-V,长安,燃油,124400,轿车,0,138.0,5,7.02
1722,郑州,10-20万,商务,"价格,智能化,品牌,舒适性",13,深蓝SL03,长安,纯电动,169400,轿车,570.0,190.0,6,6.4
1723,郑州,10-20万,商务,"价格,智能化,品牌,舒适性",20,欧拉好猫,长城,纯电动,134800,轿车,401.0,105.0,7,5.93
1724,郑州,10-20万,商务,"价格,智能化,品牌,舒适性",21,艾瑞泽8,奇瑞,燃油,122900,轿车,0,156.0,8,5.35
1725,郑州,10-20万,长途,"动力,价格,空间,舒适性",56,C01,零跑,纯电动,179800,轿车,717.0,200.0,1,9.14
1726,郑州,10-20万,长途,"动力,价格,空间,舒适性",57,C11,零跑,纯电动,189800,SUV,650.0,200.0,2,8.38
1727,郑州,10-20万,长途,"动力,价格,空间,舒适性",63,GT,哪吒,纯电动,179800,轿车,580.0,170.0,3,8.12
1728,郑州,10-20万,长途,"动力,价格,空间,舒适性",13,深蓝SL03,长安,纯电动,169400,轿车,570.0,190.0,4,7.39
1729,郑州,10-20万,长途,"动力,价格,空间,舒适性",60,C10,零跑,纯电动,148800,SUV,520.0,160.0,5,7.05
1730,郑州,10-20万,长途,"动力,价格,空间,舒适性",40,Mona M03,小鹏,纯电动,154800,轿车,515.0,170.0,6,6.51
1731,郑州,10-20万,长途,"动力,价格,空间,舒适性",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,7,6.05
1732,郑州,10-20万,长途,"动力,价格,空间,舒适性",59,S01,零跑,纯电动,129800,跑车,510.0,170.0,8,5.33
1733,郑州,10-20万,越野,"续航,舒适性,动力,空间",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,1,8.87
1734,郑州,10-20万,越野,"续航,舒适性,动力,空间",7,博越L,吉利,燃油,148200,SUV,0,160.0,2,8.41
1735,郑州,10-20万,越野,"续航,舒适性,动力,空间",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,3,8.14
1736,郑州,10-20万,越野,"续航,舒适性,动力,空间",12,UNI-K,长安,燃油,167400,SUV,0,233.0,4,7.31
1737,郑州,10-20万,越野,"续航,舒适性,动力,空间",14,深蓝S7,长安,增程,183900,SUV,200.0,160.0,5,7.11
1738,郑州,10-20万,越野,"续航,舒适性,动力,空间",16,哈弗H6,长城,燃油,129350,SUV,0,135.0,6,6.61
1739,郑州,10-20万,越野,"续航,舒适性,动力,空间",17,哈弗枭龙MAX,长城,插电混动,159800,SUV,81.0,150.0,7,6.11
1740,郑州,10-20万,越野,"续航,舒适性,动力,空间",22,瑞虎8 PRO,奇瑞,燃油,156400,SUV,0,187.0,8,5.58
1741,郑州,20-30万,通勤,"价格,性价比,动力,续航",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,1,9.1
1742,郑州,20-30万,通勤,"价格,性价比,动力,续航",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.62
1743,郑州,20-30万,通勤,"价格,性价比,动力,续航",18,坦克300,长城,燃油,254800,SUV,0,167.0,3,8.03
1744,郑州,20-30万,通勤,"价格,性价比,动力,续航",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,4,7.33
1745,郑州,20-30万,通勤,"价格,性价比,动力,续航",35,L6,理想,增程,299800,SUV,130.0,85.0,5,6.88
